periode_data,wilayah,kecamatan,kelurahan,kode_hidran,nama_hidran,longitude,latitude,alamat,kondisi
null,Jakarta Utara,Tanjung Priok,Sunter Agung,132050207008,Hidran Kota,"106,8693596","-6,1438657",Sunter Agung Jln. Danau Agung Tengah 4,Rusak Ringan
null,Jakarta Utara,Tanjung Priok,Sunter Agung,132050207008,Hidran Kota,"106,8645249","-6,1447285",Sunter Agung Jln. Danau Agung Tengah  (Depan Pos Pemadam Podomoro),Rusak Ringan
null,Jakarta Utara,Tanjung Priok,Sunter Agung,132050207008,Hidran Kota,N/A,N/A,Sunter Agung Jln. Danau Agung Tengah III  (Depan RS. Paradise),Rusak Ringan
null,Jakarta Utara,Tanjung Priok,Sunter Jaya,132050207008,Hidran Kota,"106,8839911","-6,1271519",Sunter Agung Jln. Mitra Sunter Boulevard,Rusak Ringan
null,Jakarta Utara,Tanjung Priok,Sunter Agung,132050207008,Hidran Kota,N/A,N/A,Sunter Agung Jln. Raya Tugu (Depan Sekolah Marsudirini),Rusak Ringan
null,Jakarta Utara,Tanjung Priok,Sunter Agung,132050207008,Hidran Kota,N/A,N/A,Sunter Agung Jln. Agung Timur 9 Pertigaan Agung Timur 7 Ke 10,Rusak Ringan
null,Jakarta Utara,Tanjung Priok,Sunter Jaya,132050207008,Hidran Kota,N/A,N/A,Sunter Jaya Jln. Sunter Mas,Rusak Ringan
null,Jakarta Utara,Tanjung Priok,Sunter Jaya,132050207008,Hidran Kota,"106,891628","-6,1380116",Sunter Jaya Jln. Yos Sudarso (Depan Citra Marga NS),Rusak Ringan
null,Jakarta Utara,Tanjung Priok,Sunter Jaya,132050207008,Hidran Kota,N/A,N/A,Sunter Jaya Jln. Mitra Sunter Boulevard,Rusak Ringan
null,Jakarta Utara,Tanjung Priok,Sunter Jaya,132050207008,Hidran Kota,"106,8895803","-6,1473563",Sunter Jaya Jln. Laksamana Yis Sudarso (Depan PLN Tanjung Priok),Baik
null,Jakarta Utara,Tanjung Priok,Sungai Bambu,132050207008,Hidran Kota,"106,8900945","-6,1423665",Sunter Jaya Jln. Danau Sunter Utara ( Depan PT. Toyota),Rusak Ringan
null,Jakarta Utara,Tanjung Priok,Sunter Jaya,132050207008,Hidran Kota,N/A,N/A,Sunter Jaya Jln. Sunter Kemayoran HUK,Rusak Ringan
null,Jakarta Utara,Tanjung Priok,Sunter Jaya,132050207008,Hidran Kota,N/A,N/A,Sunter Jaya Jln. Sunter Kemayoran Kiri Honda,Rusak Ringan
null,Jakarta Utara,Tanjung Priok,Sunter Jaya,132050207008,Hidran Kota,"106,884558","-6,1099547",Tanjung Priok  Jln. Enggano  (Dekat Terminal Tanjung Priok),Rusak Ringan
null,Jakarta Utara,Tanjung Priok,Tanjung Priok,132050207008,Hidran Kota,"106,8829594","-6,1115593",Tanjung Priok Jln. Tongkol  (Di dalam Ruko),Rusak Ringan
null,Jakarta Utara,Tanjung Priok,Warakas,132050207008,Hidran Kota,"106,8814051","-6,1245819",Warakas Jln. Warakas V Gang 3,Rusak Ringan
null,Jakarta Utara,Tanjung Priok,Warakas,132050207008,Hidran Kota,"106,8796898","-6,1251629","Warakas Jln. Warakas VI (Depan Sekolah SDN 01 Pagi, 02 Petang ",Rusak Ringan
null,Jakarta Utara,Tanjung Priok,Warakas,132050207008,Hidran Kota,N/A,N/A,Warakas Jln. Sungai Bambu Raya (Depan Pasar pelita),Rusak Ringan
null,Jakarta Utara,Tanjung Priok,Sungai Bambu,132050207008,Hidran Kota,"106,8913409","-6,1285651",Warakas Jln. Sungai Bambu Raya (Depan Pasar pelita),Rusak Ringan
null,Jakarta Utara,Kelapa gading,Kelapa Gading Barat,132050207008,Hidran Kota,"106,9049653","-6,1558482",Kelapa Gading Barat  Jln. Pelepah Indah Raya (Depan Pos Pemadam Kelapa Gading Barat),Rusak Ringan
null,Jakarta Utara,Kelapa gading,Kelapa Gading Barat,132050207008,Hidran Kota,"106,895173","-6,1546194",Kelapa Gading Barat Jln. Boulevard Barat Raya (Depan Lottemart),Rusak Ringan
null,Jakarta Utara,Kelapa gading,Kelapa Gading Barat,132050207008,Hidran Kota,"106,8833598","-6,1624997",Kelapa Gading Barat Jln. Tabah II (Komplek Kodamar),Rusak Ringan
null,Jakarta Utara,Kelapa gading,Kelapa Gading Barat,132050207008,Hidran Kota,"106,8849743","-6,1626529",Kelapa Gading Barat Jln. Tabah I (Depan Kelurahan Kelapa Gading Barat),Rusak Ringan
null,Jakarta Utara,Kelapa gading,Kelapa Gading Barat,132050207008,Hidran Kota,"106,8846764","-6,1602082",Kelapa Gading Barat Jln. Tabah Raya  (Dekat SMA Hang Tuah 1),Rusak Ringan
null,Jakarta Utara,Kelapa gading,Kelapa Gading Barat,132050207008,Hidran Kota,N/A,N/A,Kelapa Gading Barat Jln. Bira Besar (Depan Jl. Pulau Karya),Rusak Ringan
null,Jakarta Utara,Kelapa gading,Kelapa Gading Barat,132050207008,Hidran Kota,"106,8895523","-6,1603754",Kelapa Gading Barat Jln. Pulau Bangka (Komplek Kodamar),Rusak Ringan
null,Jakarta Utara,Kelapa gading,Kelapa Gading Timur,132050207008,Hidran Kota,"106,9076539","-6,1731339",Kelapa Gading Timur Jln. Raya Gading Kusuma (Pertigaan Taman),Rusak Ringan
null,Jakarta Utara,Kelapa gading,Kelapa Gading Timur,132050207008,Hidran Kota,"106,8975788","-6,1750341",Kelapa Gading Timur Jln. Kelapa Gading Permai Raya  (Kelapa Hijau PLN),Rusak Ringan
null,Jakarta Utara,Kelapa gading,Kelapa Gading Timur,132050207008,Hidran Kota,"106,8975","-6,1727551",Kelapa Gading Timur Jln. Boulevard Raya (Depan Gading Pandawa),Rusak Ringan
null,Jakarta Utara,Kelapa gading,Kelapa Gading Timur,132050207008,Hidran Kota,"106,9082632","-6,1621731",Kelapa Gading Timur Jln. Raya Boulevard Timur  (Depan Kantor Kec. Kelapa Gading Timur),Rusak Ringan
null,Jakarta Utara,Koja ,Tugu Utara,132050207008,Hidran Kota,"106,9164521","-6,118665",Tugu Utara Jln. Waru (Depan Agen Minyak),Rusak Ringan
null,Jakarta Utara,Koja ,Tugu Utara,132050207008,Hidran Kota,"106,9169165","-6,1197387",Tugu Utara Jln. Keramat Jaya Raya ( Depan Pos Pilisi Islamic),Rusak Ringan
null,Jakarta Utara,Koja ,Tugu Selatan,132050207008,Hidran Kota,"106,915057","-6,1359239",Tugu Selatan Jln. Raya Pegangsaan Dua (Pojok Pager),Rusak Ringan
null,Jakarta Utara,Kelapa gading,Pegangsaan Dua,132050207008,Hidran Kota,"106,9157093","-6,1484498",Pegangsaan Dua Jln. Raya Pegangsaan Dua (Lampu Merah Pintu 3 Kelapa Gading),Rusak Ringan
null,Jakarta Utara,Koja ,Rawa Badak Utara,132050207008,Hidran Kota,"106,8992122","-6,1221992",Rawa Badak Utara Jln. Alur Laut (Dekat SMK Cikini),Rusak Ringan
null,Jakarta Utara,Koja ,Rawa Badak Utara,132050207008,Hidran Kota,"106,9026086","-6,1299969",Rawa Badak Utara Jln.Pelumpang Semper  (Depan Indomart /Kantor Pos),Rusak Ringan
null,Jakarta Utara,Koja ,Rawa Badak Utara,132050207008,Hidran Kota,"106,8974864","-6,1305499",Rawa Badak Utara Jln. Pelumpang Semper (Depan Gardu PLN),Rusak Ringan
null,Jakarta Utara,Koja ,Rawa Badak Selatan,132050207008,Hidran Kota,N/A,N/A,Rawa badak Selatan Jln. Cibanteng Raya (Depan Ruko Hot Game),N/A
null,Jakarta Utara,Koja ,Rawa Badak Selatan,132050207008,Hidran Kota,"106,8991791","-6,1284905",Rawa badak Selatan Jln. Alur Laut (Dekat Kelurahan Rawa Badak Selatan),Rusak Ringan
null,Jakarta Utara,Koja ,Rawa Badak Selatan,132050207008,Hidran Kota,"106,8991951","-6,1258851",Rawa badak Selatan Jln. Alur Laut (Depan Sudin Kebersihan),Rusak Ringan
null,Jakarta Utara,Koja ,Rawa Badak Selatan,132050207008,Hidran Kota,"106,9009852","-6,1253699",Rawa badak Selatan Jln. Samudra  (Depan Masjid Sal- Muhajirin),Rusak Ringan
null,Jakarta Utara,Koja ,Rawa Badak Selatan,132050207008,Hidran Kota,N/A,N/A,Rawa badak Selatan Jln. Alur Laut (Depan Bengkel),N/A
null,Jakarta Utara,Koja ,Rawa Badak Selatan,132050207008,Hidran Kota,"106,901496","-6,1217681",Rawa badak Selatan Jln. Cemara Angin (Depan RM. Jaya),Rusak Ringan
null,Jakarta Utara,Koja ,Lagoa,132050207008,Hidran Kota,N/A,N/A,Lagoa Jln. Mundu (Depan Amalia Entertainment),N/A
null,Jakarta Utara,Koja ,Lagoa,132050207008,Hidran Kota,"106,9188955","-6,1082606",Lagoa Jln. Raya Cilincing Lagoa,Rusak Ringan
null,Jakarta Utara,Koja ,Lagoa,132050207008,Hidran Kota,"106,9101783","-6,1187135",Lagoa Jln. Manggar  (Depan Pasar Lontar),Rusak Ringan
null,Jakarta Utara,Koja ,Lagoa,132050207008,Hidran Kota,"106,9113448","-6,1122578",Lagoa Jln. Dukuh Barat Daya  (Depan Jaya Motor 999),Rusak Ringan
null,Jakarta Utara,Koja ,Lagoa,132050207008,Hidran Kota,"106,9084972","-6,1121486",Lagoa Jln. Duku  (Dekat Koperasi Serba Usaha),Rusak Ringan
null,Jakarta Utara,Koja ,Lagoa,132050207008,Hidran Kota,"106,9081682","-6,1147922",Lagoa Jln. Menteng Terusan  (Depan Rumah No. 18),Rusak Ringan
null,Jakarta Utara,Koja ,Lagoa,132050207008,Hidran Kota,"106,9109394","-6,1150293",Lagoa Jln. Mangga  (Depan SMK Tanjung Priok 2),Rusak Ringan
null,Jakarta Utara,Koja ,Lagoa,132050207008,Hidran Kota,"106,9114407","-6,115928",Lagoa Jln. Semangka  (Dekat Toko Buku Sanjay),Rusak Ringan
null,Jakarta Utara,Koja ,Lagoa,132050207008,Hidran Kota,"106,914341","-6,1160395",Lagoa Jln. Labu  (Depan Alfamart),Rusak Ringan
null,Jakarta Utara,Koja ,Lagoa,132050207008,Hidran Kota,"106,9207425","-6,1133588",Lagoa Jln. Kesemek  (Depan Tambal Ban/Rumah N0.33 Rt.01/12),Rusak Ringan
null,Jakarta Utara,Koja ,Lagoa,132050207008,Hidran Kota,"106,9175464","-6,1132173",Lagoa Jln. Kesemek  (Depan Klinik Semper Sisma Medikal),Rusak Ringan
null,Jakarta Utara,Koja ,Lagoa,132050207008,Hidran Kota,N/A,N/A,Lagoa Jln. Keramat Jaya Raya (Depan Gang Camar),null
null,Jakarta Utara,Koja ,Lagoa,132050207008,Hidran Kota,"106,9173672","-6,1087963",Lagoa Jln. Keramat Jaya Raya (Depan Jl. Camar Gang 1),Rusak Ringan
null,Jakarta Utara,Koja ,Koja,132050207008,Hidran Kota,"106,8932284","-6,1136372",Koja Jln. Sindang Huk Depan Lorong 103  (Depan Ramayana Koja),Rusak Ringan
null,Jakarta Utara,Koja ,Koja,132050207008,Hidran Kota,"106,8975891","-6,1079647",Koja Jln. Jampea Sampang Jln. Lorong 20 & 21  (Depan Warung),Rusak Ringan
null,Jakarta Utara,Koja ,Koja,132050207008,Hidran Kota,"106,8935224","-6,1152139",Koja Jln. Anggrek  (Depan Kantor Sektor Koja),Baik
null,Jakarta Utara,Koja ,Koja,132050207008,Hidran Kota,"106,8993496","-6,110997",Koja Jln. Deli  (Depan Kelurahan Koja),Rusak Ringan
null,Jakarta Utara,Cilincing,Sukapura,132050207008,Hidran Kota,"106,9244762","-6,148294",Sukapura Jln. Tipar Cakung No.28 (Depan Kantor Kelurahan Sukapura),Rusak Berat
null,Jakarta Utara,Cilincing,Sukapura,132050207008,Hidran Kota,"106,9303696","-6,1577851",Sukapura  Jln. Tipar Cakung No.14  (Depan Klinik Yayasan Ampera Jawa),Rusak Ringan
null,Jakarta Utara,Cilincing,Sukapura,132050207008,Hidran Kota,"106,9262742","-6,152046",Sukapura Jln.Tipar Cakung (Depan Kawasan Gudang P Depan Gramedia),Rusak Ringan
null,Jakarta Utara,Cilincing,Sukapura,132050207008,Hidran Kota,"106,9248548","-6,1497443",Sukapura Jln. Tipar Cakung (Depan Rent ASSA),Rusak Ringan
null,Jakarta Utara,Cilincing,Sukapura,132050207008,Hidran Kota,"106,9233431","-6,1579324",Sukapura Jln. Pajajaran (Samping Jl. Siak/Pos Hansip),Rusak Ringan
null,Jakarta Utara,Cilincing,Sukapura,132050207008,Hidran Kota,"106,9232772","-6,1553425",Sukapura Jln. Sukapura Barat VI (Dekat Gapura Komplek Beacukai/RS. Firdaus),Rusak Ringan
null,Jakarta Utara,Cilincing,Sukapura,132050207008,Hidran Kota,"106,9232271","-6,1517701",Sukapura  Jln. Sukapura Barat VI (Samping Jl. Berlian),Rusak Ringan
null,Jakarta Utara,Cilincing,Sukapura,132050207008,Hidran Kota,"106,9219405","-6,1414115",Sukapura Jln. Tipar Cakung Gading  Griya Lestari (Depan pintu masuk GGL),Rusak Ringan
null,Jakarta Utara,Cilincing,Sukapura,132050207008,Hidran Kota,"106,9226556","-6,1449849",Sukapura Jln. Tipar Cakung (Depan Pos Polisi Sukapura),Rusak Ringan
null,Jakarta Utara,Cilincing,Sukapura,132050207008,Hidran Kota,"106,9220768","-6,1432719",Sukapura Jln. Tipar Cakung (Dekat Jl. Kompi Jenggot),Rusak Ringan
null,Jakarta Utara,Cilincing,Sukapura,132050207008,Hidran Kota,"106,9221279","-6,1395597",Sukapura Jln. Tipar Cakung (Depan TPU Sukapura),Rusak Ringan
null,Jakarta Utara,Cilincing,Semper Timur,132050207008,Hidran Kota,"106,9313983","-6,1058817",Semper Timur Jln. Komplek Ex Gaya Motor (Depan lapangan),Rusak Ringan
null,Jakarta Utara,Cilincing,Semper Timur,132050207008,Hidran Kota,"106,9235649","-6,1114065",Semper Timur Jln. Cakung Cilincing raya (1/3 Jl. Ardodedali dekat SMA 73),Rusak Ringan
null,Jakarta Utara,Cilincing,Semper Timur,132050207008,Hidran Kota,"106,922835","-6,1087689",Semper Timur Jln. Cakung Cilincing raya (1/3 Jl. Cilincing Raya),Rusak Ringan
null,Jakarta Utara,Cilincing,Semper Timur,132050207008,Hidran Kota,"106,9263542","-6,1136435",Semper Timur Jln. Kebantenan (Depan Kelurahan Semper Timur),Rusak Ringan
null,Jakarta Utara,Cilincing,Semper Timur,132050207008,Hidran Kota,"106,9259278","-6,1107082",Semper Timur Jln. Madya Kebantenan (Depan Gereja GPIB),Rusak Ringan
null,Jakarta Utara,Cilincing,Semper Timur,132050207008,Hidran Kota,"106,9253072","-6,107567",Semper Timur Jln. Dewa Kembar (Depan pertigaan jl. Cilincing),Rusak Ringan
null,Jakarta Utara,Cilincing,Semper Barat,132050207008,Hidran Kota,"106,9171162","-6,1149521",Semper Barat Jln.  Keramat Jaya Raya (Depan Toko Inti Jaya Elektronik/Sekolah Marsudirini),Rusak Ringan
null,Jakarta Utara,Cilincing,Semper Barat,132050207008,Hidran Kota,"106,9179816","-6,1082851",Semper Barat Jln. Cilincing Raya (Depan rumah No.3 Rt.15 Rw.16 Material TB Sumber Jaya),Rusak Ringan
null,Jakarta Utara,Cilincing,Semper Barat,132050207008,Hidran Kota,"106,9237477","-6,1299263",Semper Barat Jln. Sungai Berantas (Depan Taman/Pospol) ,Rusak Ringan
null,Jakarta Utara,Cilincing,Semper Barat,132050207008,Hidran Kota,"106,9214925","-6,1307309",Semper Barat  Jln.Semper Barat  4 (Depan Jl. Kapuas3/Warung),Rusak Ringan
null,Jakarta Utara,Cilincing,Semper Barat,132050207008,Hidran Kota,"106,9246242","-6,1349937",Semper Barat Jln. Komp. Kebersihan (Depan SMA/SMP YASPI),Rusak Ringan
null,Jakarta Utara,Cilincing,Semper Barat,132050207008,Hidran Kota,"106,923428","-6,1335876",Semper Barat Jln. Sena (Depan Lapangan Voley Asrama Yon Air),Rusak Ringan
null,Jakarta Utara,Cilincing,Semper Barat,132050207008,Hidran Kota,"106,9209174","-6,1322651",Semper Barat Jln. Sena (Pintu Gerbang Yon Air),Rusak Ringan
null,Jakarta Utara,Cilincing,Semper Barat,132050207008,Hidran Kota,"106,9194094","-6,1303204",Semper Barat Jln. Tipar Cakung No.(Samping Halte),Rusak Berat
null,Jakarta Utara,Cilincing,Semper Barat,132050207008,Hidran Kota,"106,9192437","-6,1291631",Semper Barat Jln. Sungai Barito No.2 (Didalam toko),Rusak Berat
null,Jakarta Utara,Cilincing,Semper Barat,132050207008,Hidran Kota,"106,918696","-6,1262555",Semper Barat Jln. Raya Tugu No. 43 (Dekat Pasar Tugu,Rusak Berat
null,Jakarta Utara,Cilincing,Semper Barat,132050207008,Hidran Kota,"106,9197034","-6,1257353",Semper Barat Jln. Raya Tugu No.22 (Depan Gereja Tugu Katolik Salib),Rusak berat
null,Jakarta Utara,Cilincing,Semper Barat,132050207008,Hidran Kota,"106,9229306","-6,1241326",Semper Barat Jln. Raya Tugu ( Depan 1/3 Jl. Raya Gereja Tugu),Rusak Ringan
null,Jakarta Utara,Cilincing,Semper Barat,132050207008,Hidran Kota,"106,924392","-6,125967",Semper Barat Jln. Raya Gereja Tugu  (Depan SMP 231) ,Rusak Ringan
null,Jakarta Utara,Cilincing,Semper Barat,132050207008,Hidran Kota,"106,9229306","-6,1241326",Semper Barat Jln. Raya Tugu (Depan Gereja Tugu),Rusak Ringan
null,Jakarta Utara,Cilincing,Semper Barat,132050207008,Hidran Kota,"106,9251478","-6,1218358",Semper Barat Jln. Raya Tugu (depan SDN Semper 01 Pagi 02 Petang),Rusak Ringan
null,Jakarta Utara,Cilincing,Semper Barat,132050207008,Hidran Kota,"106,9285725","-6,1264691",Semper Barat  Jln. Raya Cacing (samping pangkalan ojek Pemadam),Rusak Berat
null,Jakarta Utara,Cilincing,Semper Barat,132050207008,Hidran Kota,"106,92624","-6,1280408",Semper Barat Jln. Semper Barat Rw 17 (Depan PLN Area Marunda),Baik
null,Jakarta Utara,Cilincing,Semper Barat,132050207008,Hidran Kota,"106,927641","-6,1298036",Semper Barat Jln. Komplek Asrama Pemadam (Depan SMA N 92 ) ,Baik
null,Jakarta Utara,Cilincing,Rorotan,132050207008,Hidran Kota,"106,9553627","-6,1322162",Rorotan Jln. Kampung Sarang Bango (Depan Masjid Jami Baiturahmah),Rusak Ringan
null,Jakarta Utara,Cilincing,Marunda ,132050207008,Hidran Kota,"106,9556792","-6,1296059",Rorotan Jln. Sarang Bango (Depan SMK 49 Jakarta),Rusak Ringan
null,Jakarta Utara,Cilincing,Rorotan,132050207008,Hidran Kota,N/A,N/A,Rorotan Jln. Malaka Bulak (Depan rumah No. 49),null
null,Jakarta Utara,Cilincing,Rorotan,132050207008,Hidran Kota,"106,9548893","-6,1397877",Rorotan Jln. Malaka Raya Rt. 10 Rw.126 (Dekat Pasar),Rusak Ringan
null,Jakarta Utara,Cilincing,Rorotan,132050207008,Hidran Kota,"106,9564883","-6,1461808",Rorotan Jln. Malaka Jaya III Rt. 06 Rw. 06 (Depan Mushola Al-Mujtahida),Rusak Ringan
null,Jakarta Utara,Cilincing,Rorotan,132050207008,Hidran Kota,N/A,N/A,Rorotan Jln. Raya Malaka IV Rt.07 Rw.06 (Depan SMG),Rusak Ringan
null,Jakarta Utara,Cilincing,Rorotan,132050207008,Hidran Kota,"106,9554917","-6,1573482",Rorotan Jln. Rorotan IX (Depan Sekolah SMP 200),Rusak Ringan
null,Jakarta Utara,Cilincing,Rorotan,132050207008,Hidran Kota,"106,9520621","-6,16023",Rorotan Jln. Komplek PT. MML (Rorotan Rt.07 Rw.04,Rusak Ringan
null,Jakarta Utara,Cilincing,Rorotan,132050207008,Hidran Kota,"106,953067","-6,1583983",Rorotan Jln. Rorotan  (Depan Yayasan Al Wathoniyah 43),Rusak Ringan
null,Jakarta Utara,Cilincing,Rorotan,132050207008,Hidran Kota,"106,9488893","-6,1519734",Rorotan Jln. Rorotan 1 (Komplek Green Garden/Pos Terpadu Rw. 01.02.02),Rusak Ringan
null,Jakarta Utara,Cilincing,Marunda ,132050207008,Hidran Kota,"106,957235","-6,1225829",Marunda Jln. Marunda Baru Rt. 06 Rw. 006 (Depan MI N20 Jakarta Gedung A),Rusak Ringan
null,Jakarta Utara,Cilincing,Marunda ,132050207008,Hidran Kota,"106,9598053","-6,1250619",Marunda Jln. Marunda Baru IV No.1 (Belakang SMP 162 Jakarta/Gapura Rw.03),Rusak Ringan
null,Jakarta Utara,Cilincing,Kalibaru,132050207008,Hidran Kota,"106,9266894","-6,1059414",Kalibaru Jln. Kalibaru Barat 1 ,Rusak Ringan
null,Jakarta Utara,Cilincing,Kalibaru,132050207008,Hidran Kota,"106,9226428","-6,1058006",Kalibaru Jln. Kalibaru Barat 4 (Depan Masjid Al-Mubasyrin),Rusak Ringan
null,Jakarta Utara,Cilincing,Kalibaru,132050207008,Hidran Kota,"106,9266894","-6,1059414",Kalibaru Jln. Baru Rt.01 Rw.01  (Depan PD. Inka Jaya),Rusak Ringan
null,Jakarta Utara,Cilincing,Kalibaru,132050207008,Hidran Kota,"106,9265753","-6,1007465",Kalibaru Jln. Baru Kosambi Pangkalan Pasir  (Depan Pos Pemadam Kebakaran Kalibaru),Rusak berat
null,Jakarta Utara,Cilincing,Kalibaru,132050207008,Hidran Kota,"106,9310282","-6,1007318",Kalibaru Jln. Kalibaru Timur III  (Depan Masjid Darusalam Al-Amin),Rusak Ringan
null,Jakarta Utara,Cilincing,Kalibaru,132050207008,Hidran Kota,"106,9310194","-6,1000183",Kalibaru Jln. Baru Kosambi III (Depan SMK N36 Jakarta),Rusak Ringan
null,Jakarta Utara,Cilincing,Cilincing,132050207008,Hidran Kota,"106,9322875","-6,1047137",Kalibaru Jln. Cilincing Kelapa Dua (Depan Gereja),Rusak Ringan
null,Jakarta Utara,Cilincing,Cilincing,132050207008,Hidran Kota,"106,9322875","-6,1047137",Cilincing Jln. Sungai Landak Huk Cilincing Raya No. 2B,Rusak Ringan
null,Jakarta Utara,Cilincing,Cilincing,132050207008,Hidran Kota,"106,9358067","-6,1029954",Cilincing Jln. Cilincing Raya  (Depan Pasar Pagi) ,Rusak Berat
null,Jakarta Utara,Cilincing,Cilincing,132050207008,Hidran Kota,"106,9390335","-6,1030085",Cilincing  Jln. Sungai Landak No.7 Cilincing (Depan PURBASAN Kelas 1) ,Rusak Ringan
null,Jakarta Utara,Koja ,Tugu Utara,132050207008,Hidran Kota,"106,9132521","-6,1219364",Tugu Utara Jln. Mahoni (Depan Puskesmas Kec. Koja/Kelurahan Koja),Rusak Ringan
null,Jakarta Utara,Koja ,Tugu Utara,132050207008,Hidran Kota,"106,9139515","-6,1259354",Tugu Utara Jln. Pasar Yuka (Depan Rumah CB 5 Rt. 16 Rw. 08),Rusak Ringan
null,Jakarta Utara,Koja ,Tugu Utara,132050207008,Hidran Kota,"106,9151697","-6,1260308",Tugu Utara Jln. Pasar Yuka (Depan Eks Perum Pelabuhan),Rusak Ringan
null,Jakarta Utara,Koja ,Tugu Utara,132050207008,Hidran Kota,"106,916863","-6,1252527",Tugu Utara Jln. Keramat Jaya  (Depan RS. Pelabuhan),Rusak Berat
null,Jakarta Utara,Koja ,Tugu Utara,132050207008,Hidran Kota,"106,9146115","-6,1281705",Tugu Utara Jln. Intan (Komplek Pertamina Depan Taman Rt.01/16),Rusak Ringan
null,Jakarta Utara,Koja ,Tugu Utara,132050207008,Hidran Kota,"106,9143351","-6,1312449",Tugu Utara Jln. Plumpang Semper (Depan PMI Jakut),Rusak Ringan
null,Jakarta Utara,Koja ,Tugu Utara,132050207008,Hidran Kota,"106,9169972","-6,1297066",Tugu Utara Jln. Plumpang Semper (Depan Pos Polisi Semper),Rusak Ringan
null,Jakarta Utara,Koja ,Tugu Utara,132050207008,Hidran Kota,"106,9099806","-6,1267135",Tugu Utara Jln. H. Murtado Rt. 07 / 02,Rusak Berat
null,Jakarta Utara,Koja ,Tugu Utara,132050207008,Hidran Kota,"106,9060875","-6,1280139",Tugu Utara Jln. Walang Baru (Depan KPPP Sunter/Golkar),Rusak Ringan
null,Jakarta Utara,Koja ,Tugu Utara,132050207008,Hidran Kota,"106,9057402","-6,1246486",Tugu Utara Jln. Walang Baru (Depan Indomart),Rusak Ringan
null,Jakarta Utara,Koja ,Tugu Utara,132050207008,Hidran Kota,N/A,N/A,Tugu Utara Jln. Mawar  (Depan Rw. 11 Kel. Tugu Utara),Rusak Ringan
null,Jakarta Utara,Koja ,Tugu Utara,132050207008,Hidran Kota,"106,9144102","-6,1312094",Tugu Utara Jln. Raya Pelumpang Semper (Depan Balai Rakyat),Rusak Ringan
null,Jakarta Utara,Koja ,Tugu Utara,132050207008,Hidran Kota,N/A,N/A,Tugu Utara Jln. Melur Tugu V Rt. 09 Rw. 09,Rusak Ringan
null,Jakarta Utara,Tanjung Priok,Kebon Bawang,132050207008,Hidran Kota,"106,8932719","-6,1232713",Kebon Bawang Jln. Yos Sudarso HUK Jln.  Swasembada Timur XI (Dekat Kantor Pos),Rusak Berat
null,Jakarta Utara,Tanjung Priok,Kebon Bawang,132050207008,Hidran Kota,"106,890216","-6,1157135",Kebon Bawang Jln. Bugis (Depan warung Nasi Bebek Mas To),Rusak Ringan
null,Jakarta Utara,Tanjung Priok,Kebon Bawang,132050207008,Hidran Kota,"106,888071","-6,1157876",Kebon Bawang Jln. Bugis No. 57  (Depan Taman),Rusak Ringan
null,Jakarta Utara,Tanjung Priok,Papanggo,132050207008,Hidran Kota,"106,8743295","-6,137305",Papanggo Jln. Danau Sunter Utara (Depan Ruko B No. 30),Rusak Ringan
null,Jakarta Utara,Tanjung Priok,Papanggo,132050207008,Hidran Kota,N/A,N/A,Papanggo Jln. Sunter Bisma Raya (Depan Rumah Blok B No.2),Rusak Ringan
null,Jakarta Utara,Tanjung Priok,Papanggo,132050207008,Hidran Kota,"106,8685185","-6,1323064",Papanggo Jln. Sunter Bisma Raya Blok C  (Dekat pintu gerbang),Rusak Ringan
null,Jakarta Utara,Tanjung Priok,Papanggo,132050207008,Hidran Kota,N/A,N/A,Papanggo Jln. Sunter Permai Raya HUK Jln. Bisma   (Depan Gedung Osram),Rusak Ringan
null,Jakarta Utara,Tanjung Priok,Papanggo,132050207008,Hidran Kota,"106,861524","-6,1305034",Papanggo Jln. Baru Sunter Permai Raya (Depan RS. Prof.Sulianti Saroso),Rusak Ringan
null,Jakarta Utara,Tanjung Priok,Sungai Bambu,132050207008,Hidran Kota,"106,8820846","-6,134431",Sungai Bambu Jln. Gaya Motor (Depan PT. Daihatsu / Pos Pemadam Gaya Motor),Rusak Ringan
null,Jakarta Utara,Tanjung Priok,Sungai Bambu,132050207008,Hidran Kota,"106,8874494","-6,1352803",Sungai Bambu Jln. Gaya Motor (Depan Masjid Astra),Rusak Ringan
null,Jakarta Utara,Tanjung Priok,Sungai Bambu,132050207008,Hidran Kota,"106,8918688","-6,1364392",Sungai Bambu Jln. Gaya Motor (Depan Kodim),Rusak Ringan
null,Jakarta Utara,Tanjung Priok,Sungai Bambu,132050207008,Hidran Kota,"106,8819884","-6,119105",Sungai Bambu Jln. Ganggeng Terusan  (Depan Kelurahan Sungai Bambu),Rusak Ringan
null,Jakarta Utara,Tanjung Priok,Warakas,132050207008,Hidran Kota,"106,8772717","-6,1192475",Sungai Bambu Jln. Warakas III Raya      ( Depan Toko Vesper ),Rusak Ringan
null,Jakarta Utara,Tanjung Priok,Sungai Bambu,132050207008,Hidran Kota,"106,8839911","-6,1271519",Sungai Bambu Jln. Sungai Bambu    (Depan Masjid Al-Hidayah ),Rusak Ringan
null,Jakarta Utara,Tanjung Priok,Sungai Bambu,132050207008,Hidran Kota,"106,8839911","-6,1271519",Sungai Bambu Jln. Enim Raya  (Depan Pangkas Rambut ),Rusak Ringan
